ID,TransNzoia,UasinGishu,Nandi,Turkana,Baringo,WestPokot,Samburu,ElgeyoMarakwet
LON,34.956,35.320,35.109,35.434,35.945,35.243,37.117,35.536
DATE/LAT,1.056,0.531,0.192,3.427,0.674,1.729,1.322,0.805
