ID,TransNzoia,UasinGishu,Nandi,Turkana,Baringo,WestPokot,Samburu,ElgeyoMarakwet
19900318,1.3,1.0,2.5,0.4,2.7,0.9,4.6,1.9
19900319,0.7,0.5,3.4,0.2,2.2,0.5,0.9,1.4
19900320,3.0,0.6,3.0,0.6,1.4,1.6,2.2,1.3
19900321,5.8,0.8,4.2,0.5,2.4,4.2,2.2,5.9
19900322,3.3,1.2,2.1,1.5,1.6,1.5,3.1,1.6
19900323,1.3,0.2,0.8,1.3,0.6,0.5,1.5,0.6
19900324,0.9,0.4,1.5,0.2,1.1,0.6,1.8,0.8
19900325,0.0,0.1,0.8,0.6,0.6,0.7,3.4,0.4
19900326,0.2,0.4,1.6,1.2,0.6,0.6,2.4,1.2
19900327,1.8,4.9,7.8,7.5,3.6,2.1,3.5,9.4
19900328,3.8,5.5,8.1,7.3,5.0,2.4,12.3,9.2
19900329,7.2,4.5,6.8,1.2,2.2,2.2,6.7,5.8
19900330,9.4,9.0,9.5,5.4,3.6,19.1,36.6,9.4
19900331,11.4,10.0,18.8,4.9,8.8,26.9,10.0,16.5
19900401,13.5,18.2,16.6,3.4,22.3,3.8,23.6,19.0
19900402,7.5,8.5,16.5,2.5,15.9,3.2,22.5,12.4
19900403,12.5,6.4,12.5,9.9,7.2,8.4,4.3,9.0
19900404,5.6,10.2,10.1,1.8,6.4,2.7,6.2,9.4
19900405,11.8,12.0,18.6,7.1,14.4,4.0,8.7,10.1
19900406,4.7,5.5,5.6,1.4,4.7,0.7,6.6,6.1
19900407,3.8,7.7,5.8,1.5,4.8,1.7,22.6,4.1
19900408,15.8,8.6,7.4,3.7,6.5,5.4,4.4,6.7
19900409,12.2,8.6,14.8,2.7,8.0,5.1,9.7,9.3
19900410,7.0,6.2,10.3,2.7,4.8,10.9,7.8,3.9
19900411,2.0,4.2,4.0,0.8,5.6,2.6,2.1,2.4
19900412,7.2,1.8,6.7,0.1,2.8,1.7,0.5,1.9
19900413,3.8,8.6,9.5,2.5,2.3,2.7,6.1,5.5
19900414,10.8,12.7,18.9,1.5,12.4,9.0,7.7,15.5
19900415,13.4,6.5,12.1,1.6,5.4,2.4,4.8,5.1
19900416,9.1,4.4,8.3,2.4,5.2,3.5,4.6,4.0
19900417,3.5,2.4,2.4,1.6,1.4,1.0,0.7,2.9
19900418,3.3,2.3,5.7,0.9,2.7,0.8,2.7,3.1
19900419,2.1,0.5,7.1,0.3,0.6,2.3,2.6,1.6
19900420,1.4,0.7,3.0,0.6,1.2,1.0,0.2,1.5
19900421,0.5,1.1,5.9,2.4,1.0,2.5,0.6,0.2
19900422,4.2,1.9,13.5,0.5,0.7,0.2,3.2,3.1
19900423,3.9,7.8,7.3,0.8,2.4,2.1,10.2,5.5
19900424,9.1,5.0,17.6,2.1,9.8,3.6,3.4,15.6
19900425,7.8,6.3,7.7,1.2,9.6,2.1,3.7,8.5
19900426,10.3,5.0,5.1,4.4,2.7,1.9,11.9,6.3
19900427,2.7,0.9,3.7,3.0,2.2,2.9,5.0,2.7
19900428,4.5,0.6,2.7,0.3,1.5,0.4,0.1,2.8
19900429,8.0,1.5,1.3,0.1,0.5,0.2,0.7,0.5
19900430,0.2,0.2,1.0,0.2,0.3,0.0,1.3,0.0
19900501,2.3,0.1,2.9,0.6,0.1,0.1,0.9,0.5
19900502,0.3,0.1,2.3,0.3,0.2,0.7,0.3,0.5
19900503,1.6,0.3,2.4,0.1,0.2,0.1,0.2,0.9
19900504,0.6,0.5,2.6,0.2,2.7,0.6,0.2,3.3
19900505,0.1,0.9,2.9,0.5,1.0,0.7,0.0,1.7
19900506,2.5,1.8,2.8,0.7,0.5,0.6,0.3,2.7
19900507,3.0,0.3,2.9,1.7,1.4,0.6,2.5,2.5
19900508,2.1,0.3,4.1,0.7,0.8,0.9,0.8,1.9
19900509,0.5,0.2,4.8,0.5,0.6,0.3,0.5,0.4
19900510,2.9,0.8,4.3,0.7,0.2,1.1,0.1,1.3
19900511,4.7,1.5,5.7,0.1,1.0,4.6,0.1,3.6
19900512,3.6,3.8,7.2,1.1,10.4,6.3,0.1,5.6
19900513,8.2,4.0,8.0,2.6,5.6,6.6,1.0,4.9
19900514,3.6,2.0,4.9,1.1,2.1,3.1,1.2,3.0
19900515,1.6,0.3,3.3,0.1,0.7,0.2,0.0,1.0
19900516,0.7,1.5,2.9,0.2,1.0,0.0,0.0,0.2
19900517,2.1,3.1,5.5,0.1,1.8,1.5,0.6,2.5
19900518,7.0,12.1,9.3,2.8,7.8,2.5,0.3,4.3
19900519,5.7,9.7,4.6,5.9,10.8,10.4,2.6,5.5
19900520,7.6,5.4,6.9,1.0,8.4,7.8,3.7,4.9
19900521,7.7,5.0,7.6,0.8,3.0,3.3,0.6,2.2
19900522,9.0,9.8,11.2,3.1,5.3,9.7,1.2,10.9
19900523,5.5,14.0,15.1,1.6,7.8,10.8,0.8,12.3
19900524,10.0,8.8,13.1,1.1,4.2,1.6,0.8,4.1
19900525,1.6,1.6,6.5,0.2,2.8,0.3,0.2,1.5
19900526,1.6,1.4,7.0,0.2,1.1,0.6,0.2,2.3
19900527,2.5,1.3,1.8,0.2,1.7,0.6,0.1,1.8
19900528,0.4,0.9,0.9,0.3,0.6,0.1,0.1,1.1
19900529,1.7,2.8,2.7,0.2,2.0,0.2,0.3,2.4
19900530,6.5,5.5,5.9,0.3,2.6,3.4,0.1,7.8
19900531,5.8,4.4,5.7,0.2,1.4,2.6,0.0,4.7
19900601,1.2,0.7,4.3,0.1,0.5,0.6,0.3,0.5
19900602,1.3,0.1,2.0,0.4,0.2,0.4,0.1,0.1
19900603,2.0,0.5,4.5,0.3,1.3,0.2,0.1,0.4
19900604,1.4,2.1,9.0,0.2,1.0,0.2,0.0,2.0
19900605,1.8,4.5,4.1,0.1,1.9,1.3,0.6,2.4
19900606,6.7,6.6,9.7,0.2,1.7,5.7,0.4,4.3
19900607,2.0,2.5,10.3,0.2,3.2,2.2,0.3,5.2
19900608,6.3,2.6,4.1,0.2,1.2,0.7,0.0,1.7
19900609,0.9,0.5,3.7,0.1,0.5,0.2,0.1,0.5
19900610,1.6,0.9,1.6,0.1,1.3,0.8,0.0,1.6
19900611,1.1,0.2,0.4,0.1,1.1,0.0,0.1,0.4
19900612,1.7,0.1,1.1,0.1,0.1,0.3,0.1,0.1
19900613,0.7,0.4,1.9,0.1,0.6,0.5,0.0,1.6
19900614,0.6,0.5,2.9,0.1,0.9,0.1,0.1,0.3
19900615,0.5,0.2,1.6,0.1,0.4,0.0,0.0,0.2
19900616,0.3,0.2,1.0,0.1,0.1,0.1,0.0,0.2
19900617,0.7,0.4,0.7,0.1,0.3,0.3,0.0,0.6
19900618,1.8,1.0,4.7,0.1,1.1,0.0,0.2,0.0
19900619,5.9,0.9,4.3,0.1,0.7,0.6,0.1,1.1
19900620,1.0,1.0,0.2,0.1,1.5,1.2,0.3,2.7
19900621,1.0,1.8,0.2,1.0,8.5,5.0,0.8,10.4
19900622,0.5,0.9,0.2,1.3,5.2,7.4,1.1,2.6
19900623,0.4,0.9,0.5,2.7,2.3,0.5,0.2,1.0
19900624,2.5,1.3,1.4,1.3,1.0,0.7,0.7,2.1
19900625,2.0,0.1,0.3,0.1,0.2,0.2,0.1,0.2
19900626,1.8,0.3,2.2,0.0,0.0,0.1,0.0,0.1
19900627,1.5,0.6,2.4,0.2,0.9,0.3,0.0,0.2
19900628,3.1,2.2,2.6,0.2,0.5,1.1,0.0,0.5
19900629,1.1,1.9,2.7,0.4,0.5,0.6,0.0,0.8
19900630,2.4,2.1,3.3,0.6,1.8,4.3,0.7,4.7
19900701,0.6,3.9,9.4,0.4,4.1,0.3,0.5,3.1
19900702,4.0,3.8,4.4,0.4,0.6,0.3,0.0,1.7
19900703,2.5,2.1,5.6,0.2,0.4,0.9,0.0,1.3
19900704,6.8,5.0,5.8,0.1,0.3,1.9,0.0,0.6
19900705,4.4,7.2,8.4,0.1,0.4,2.3,0.4,2.5
19900706,1.4,3.5,1.3,1.0,3.7,8.4,1.1,4.4
19900707,7.4,7.3,2.5,2.5,7.6,19.0,0.3,9.2
19900708,4.4,6.0,2.5,0.6,1.1,1.5,0.1,1.3
19900709,3.6,3.7,6.0,0.1,2.1,0.7,0.2,3.2
19900710,1.8,6.7,5.7,0.2,1.7,1.4,0.1,4.5
19900711,3.0,0.7,2.9,0.1,2.7,0.5,0.0,1.0
19900712,1.0,1.9,7.3,0.1,1.7,0.5,0.0,2.7
19900713,4.6,7.7,6.0,1.0,9.9,4.7,0.5,11.0
19900714,6.1,7.9,8.2,1.3,9.5,2.6,2.0,13.3
19900715,9.1,8.3,7.4,0.3,3.9,2.6,0.2,8.4
19900716,5.4,2.4,8.1,0.2,1.7,1.5,0.1,2.5
19900717,3.7,2.4,8.8,0.3,5.6,1.1,0.3,1.7
19900718,3.1,3.0,3.3,0.5,4.5,3.3,3.0,1.5
19900719,2.1,3.0,3.5,1.1,4.3,5.1,0.8,6.7
19900720,4.4,8.4,9.9,2.3,8.3,10.9,2.0,12.4
19900721,5.8,5.8,6.1,2.6,10.3,18.2,0.5,12.7
19900722,10.2,5.7,2.9,0.5,3.1,4.3,0.1,4.9
19900723,0.5,0.9,0.8,0.2,0.3,0.0,0.0,0.6
19900724,0.4,0.8,0.7,0.2,0.1,0.0,0.1,0.3
19900725,2.3,0.5,2.5,0.3,0.1,0.0,0.0,0.1
19900726,1.9,1.0,1.7,0.1,0.1,0.1,0.0,0.0
19900727,1.1,1.0,2.5,0.1,0.3,0.1,0.0,0.4
19900728,0.7,0.2,1.3,0.1,0.3,0.2,0.0,0.8
19900729,2.8,0.7,1.6,1.4,1.9,2.9,0.1,2.0
19900730,0.2,1.1,0.5,0.4,1.8,2.6,0.2,0.2
19900731,1.8,1.1,2.3,0.1,2.0,0.4,1.4,0.5
19900801,1.8,3.9,9.2,0.1,4.6,1.3,0.2,2.4
19900802,4.2,2.6,7.2,0.3,1.3,2.2,0.2,2.0
19900803,5.5,4.1,6.3,0.3,0.9,3.5,0.0,2.7
19900804,2.0,3.7,4.2,0.1,4.8,0.4,0.1,2.1
19900805,2.9,2.9,5.4,0.1,1.5,1.4,0.0,2.4
19900806,4.0,2.9,5.6,0.2,1.1,1.1,0.0,2.8
19900807,3.3,4.0,5.3,0.0,0.2,0.6,0.1,1.9
19900808,4.0,2.8,4.9,0.1,0.3,0.3,0.7,1.3
19900809,1.1,2.9,6.6,0.1,0.6,1.5,0.3,0.9
19900810,0.5,4.7,7.3,0.1,0.4,0.2,0.0,0.5
